track_name,artist,album,duration,listeners,playcount,artist_tags
Gimme Love,Joji,,,694813,9771612,"Lo-Fi, rnb, Hip-Hop"
Will He,Joji,,,667311,9344868,"Lo-Fi, rnb, Hip-Hop"
Die For You,Joji,,,654311,11187616,"Lo-Fi, rnb, Hip-Hop"
Run,Joji,,,583002,9215585,"Lo-Fi, rnb, Hip-Hop"
CAN'T GET OVER YOU (feat. Clams Casino),Joji,,,546051,6740918,"Lo-Fi, rnb, Hip-Hop"
Romantic Homicide,d4vd,,,1134441,20355318,"rnb, pop, rock"
Here With Me,d4vd,,,933017,11552190,"rnb, pop, rock"
Feel It - From The Original Series “Invincible”,d4vd,,,451350,6831621,"rnb, pop, rock"
You and I,d4vd,,,358854,3825387,"rnb, pop, rock"
Sleep Well,d4vd,,,301133,3318273,"rnb, pop, rock"
This Is How It Feels (with Laufey),d4vd,,,211046,2005021,"rnb, pop, rock"
Take Me To The Sun,d4vd,,,201414,1861235,"rnb, pop, rock"
Worthless,d4vd,,,165331,1705670,"rnb, pop, rock"
Dirty Secrets,d4vd,,,164439,1162648,"rnb, pop, rock"
Remember Me (from the series Arcane League of Legends),d4vd,,,159178,1808947,"rnb, pop, rock"
Empire State Of Mind,Jay-Z,,,1156043,8745117,"Hip-Hop, rap, hip hop"
Ni**as In Paris,Jay-Z,,,1133791,13098275,"Hip-Hop, rap, hip hop"
99 Problems,Jay-Z,,,1051457,4940282,"Hip-Hop, rap, hip hop"
No Church In The Wild,Jay-Z,,,641655,6316518,"Hip-Hop, rap, hip hop"
Big Pimpin',Jay-Z,,,640369,2336990,"Hip-Hop, rap, hip hop"
Run This Town,Jay-Z,,,613182,4340292,"Hip-Hop, rap, hip hop"
Numb / Encore,Jay-Z,,,597950,4403524,"Hip-Hop, rap, hip hop"
4:44,Jay-Z,,,525947,6382410,"Hip-Hop, rap, hip hop"
Gotta Have It,Jay-Z,,,519448,3803670,"Hip-Hop, rap, hip hop"
Otis,Jay-Z,,,496719,5492240,"Hip-Hop, rap, hip hop"
Titanium (feat. Sia),David Guetta,,,1326933,9948879,"House, dance, electronic"
Memories (feat. Kid Cudi),David Guetta,,,1113618,8703564,"House, dance, electronic"
Sexy Bitch (feat. Akon),David Guetta,,,1018740,7431025,"House, dance, electronic"
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,,,734194,4399196,"House, dance, electronic"
I'm Good (Blue),David Guetta,,,663930,6948646,"House, dance, electronic"
Without You (feat. Usher),David Guetta,,,596475,3401204,"House, dance, electronic"
When Love Takes Over (feat. Kelly Rowland),David Guetta,,,560141,3608518,"House, dance, electronic"
Turn Me On (feat. Nicki Minaj),David Guetta,,,512766,3644196,"House, dance, electronic"
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,,,476189,2712844,"House, dance, electronic"
Who's That Chick? (feat. Rihanna),David Guetta,,,431440,2832197,"House, dance, electronic"
Rolling in the Deep,Adele,,,2265081,22571364,"soul, female vocalists, british"
Someone Like You,Adele,,,1851102,17754452,"soul, female vocalists, british"
Set Fire to the Rain,Adele,,,1743190,17866625,"soul, female vocalists, british"
Chasing Pavements,Adele,,,1416396,11313905,"soul, female vocalists, british"
Make You Feel My Love,Adele,,,1147820,8608014,"soul, female vocalists, british"
Skyfall,Adele,,,1040831,10069685,"soul, female vocalists, british"
Rumour Has It,Adele,,,1038014,7906749,"soul, female vocalists, british"
Easy On ME,Adele,,,919145,10484075,"soul, female vocalists, british"
Hello,Adele,,,903750,8070605,"soul, female vocalists, british"
When We Were Young,Adele,,,852251,7933641,"soul, female vocalists, british"
Rock Your Body,Justin Timberlake,,,1464685,9766977,"pop, rnb, dance"
Cry Me a River,Justin Timberlake,,,1231469,7592836,"pop, rnb, dance"
Mirrors,Justin Timberlake,,,1204784,10370825,"pop, rnb, dance"
SexyBack (feat. Timbaland),Justin Timberlake,,,1016368,6443402,"pop, rnb, dance"
SexyBack,Justin Timberlake,,,755561,4061055,"pop, rnb, dance"
My Love (feat. T.I.),Justin Timberlake,,,658275,4562981,"pop, rnb, dance"
Señorita,Justin Timberlake,,,573539,2687460,"pop, rnb, dance"
My Love,Justin Timberlake,,,566047,3341616,"pop, rnb, dance"
Like I Love you,Justin Timberlake,,,443916,2160144,"pop, rnb, dance"
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,,,430384,3169439,"pop, rnb, dance"
Dancing Queen,ABBA,,,2042872,15650619,"pop, Disco, 70s"
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,,,1335940,9847074,"pop, Disco, 70s"
Mamma Mia,ABBA,,,1247598,7539110,"pop, Disco, 70s"
Lay All Your Love on Me,ABBA,,,1070799,8300218,"pop, Disco, 70s"
The Winner Takes It All,ABBA,,,940289,6639317,"pop, Disco, 70s"
Take a Chance on Me,ABBA,,,914146,5189701,"pop, Disco, 70s"
Waterloo,ABBA,,,892565,5473948,"pop, Disco, 70s"
"Money, Money, Money",ABBA,,,830825,4808397,"pop, Disco, 70s"
Super Trouper,ABBA,,,756170,4398450,"pop, Disco, 70s"
Chiquitita,ABBA,,,730512,4878343,"pop, Disco, 70s"
TiK ToK,Kesha,,,1436038,10867912,"pop, dance, electropop"
Your Love Is My Drug,Kesha,,,709820,4591138,"pop, dance, electropop"
Take It Off,Kesha,,,643678,5599038,"pop, dance, electropop"
We R Who We R,Kesha,,,527143,4918905,"pop, dance, electropop"
Die Young,Kesha,,,451934,5153505,"pop, dance, electropop"
Blow,Kesha,,,355589,3236700,"pop, dance, electropop"
Blah Blah Blah,Kesha,,,313315,2678031,"pop, dance, electropop"
Kiss n Tell,Kesha,,,296988,1554898,"pop, dance, electropop"
Backstabber,Kesha,,,276824,1521342,"pop, dance, electropop"
Party at a Rich Dude's House,Kesha,,,230188,1220904,"pop, dance, electropop"
Revenge,xxxtentacion,,,1051515,17203157,"rap, Hip-Hop, trap"
Jocelyn Flores,xxxtentacion,,,1016537,13599686,"rap, Hip-Hop, trap"
SAD!,xxxtentacion,,,950623,11023678,"rap, Hip-Hop, trap"
Moonlight,xxxtentacion,,,905223,10223648,"rap, Hip-Hop, trap"
Look at Me!,xxxtentacion,,,872328,9801602,"rap, Hip-Hop, trap"
Everybody Dies in Their Nightmares,xxxtentacion,,,832239,11089437,"rap, Hip-Hop, trap"
HOPE,xxxtentacion,,,718601,9000996,"rap, Hip-Hop, trap"
fuck love,xxxtentacion,,,631205,6924165,"rap, Hip-Hop, trap"
RIOT,xxxtentacion,,,602478,6870904,"rap, Hip-Hop, trap"
changes,xxxtentacion,,,554947,5608741,"rap, Hip-Hop, trap"
One More Time,Daft Punk,,,1917445,14374386,"electronic, House, dance"
"Harder, Better, Faster, Stronger",Daft Punk,,,1829316,15148198,"electronic, House, dance"
Around the World,Daft Punk,,,1451497,8928491,"electronic, House, dance"
Something About Us,Daft Punk,,,1268027,11214247,"electronic, House, dance"
Digital Love,Daft Punk,,,1224727,9919244,"electronic, House, dance"
Instant Crush (feat. Julian Casablancas),Daft Punk,,,1217388,14367681,"electronic, House, dance"
Aerodynamic,Daft Punk,,,1121971,7673264,"electronic, House, dance"
Veridis Quo,Daft Punk,,,959703,7074059,"electronic, House, dance"
Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,,,936361,7040342,"electronic, House, dance"
Face to Face,Daft Punk,,,865039,6354913,"electronic, House, dance"
1979,The Smashing Pumpkins,,,1156597,8131371,"alternative rock, rock, alternative"
Today,The Smashing Pumpkins,,,1093319,6910459,"alternative rock, rock, alternative"
1979 - Remastered 2012,The Smashing Pumpkins,,,1041338,12209654,"alternative rock, rock, alternative"
"Tonight, Tonight",The Smashing Pumpkins,,,889425,5479302,"alternative rock, rock, alternative"
Bullet With Butterfly Wings,The Smashing Pumpkins,,,867016,5365234,"alternative rock, rock, alternative"
Disarm,The Smashing Pumpkins,,,769310,4901966,"alternative rock, rock, alternative"
Bullet With Butterfly Wings - remastered 2012,The Smashing Pumpkins,,,710427,6379552,"alternative rock, rock, alternative"
Zero,The Smashing Pumpkins,,,687468,4149461,"alternative rock, rock, alternative"
Cherub Rock,The Smashing Pumpkins,,,679784,3801331,"alternative rock, rock, alternative"
Perfect,The Smashing Pumpkins,,,619906,3922737,"alternative rock, rock, alternative"
ANTIFRAGILE,LE SSERAFIM,,,627213,19243253,"k-pop, Kpop, Korean"
CRAZY,LE SSERAFIM,,,552723,11912146,"k-pop, Kpop, Korean"
Perfect Night,LE SSERAFIM,,,535670,13991992,"k-pop, Kpop, Korean"
"Eve, Psyche & The Bluebeard’s wife",LE SSERAFIM,,,457286,10165005,"k-pop, Kpop, Korean"
Sour Grapes,LE SSERAFIM,,,425963,9213271,"k-pop, Kpop, Korean"
Smart,LE SSERAFIM,,,424947,9057139,"k-pop, Kpop, Korean"
EASY,LE SSERAFIM,,,414760,8983078,"k-pop, Kpop, Korean"
UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,,,408684,8694670,"k-pop, Kpop, Korean"
Impurities,LE SSERAFIM,,,394271,8761630,"k-pop, Kpop, Korean"
FEARLESS,LE SSERAFIM,,,381039,9864525,"k-pop, Kpop, Korean"
Kids,MGMT,,,2497605,24925455,"electronic, indie, psychedelic"
Electric Feel,MGMT,,,2355943,22737056,"electronic, indie, psychedelic"
Time to Pretend,MGMT,,,2110220,20195860,"electronic, indie, psychedelic"
Little Dark Age,MGMT,,,1204092,16248136,"electronic, indie, psychedelic"
Weekend Wars,MGMT,,,1034888,6766562,"electronic, indie, psychedelic"
The Youth,MGMT,,,907395,5665703,"electronic, indie, psychedelic"
"Of Moons, Birds & Monsters",MGMT,,,793947,4576969,"electronic, indie, psychedelic"
Pieces of What,MGMT,,,789847,4366576,"electronic, indie, psychedelic"
4th Dimensional Transition,MGMT,,,727211,3816782,"electronic, indie, psychedelic"
The Handshake,MGMT,,,709334,3825499,"electronic, indie, psychedelic"
Hotel Room Service,Pitbull,,,1009193,5655150,"Hip-Hop, rap, Reggaeton"
Timber,Pitbull,,,975025,5320131,"Hip-Hop, rap, Reggaeton"
Time of Our Lives,Pitbull,,,951614,6785241,"Hip-Hop, rap, Reggaeton"
I Know You Want Me (Calle Ocho),Pitbull,,,692176,2758667,"Hip-Hop, rap, Reggaeton"
Timber (feat. Ke$ha),Pitbull,,,661766,4151223,"Hip-Hop, rap, Reggaeton"
Give Me Everything (feat. Nayer),Pitbull,,,636478,3215259,"Hip-Hop, rap, Reggaeton"
Feel This Moment (feat. Christina Aguilera),Pitbull,,,608168,3619551,"Hip-Hop, rap, Reggaeton"
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,,,544573,3266981,"Hip-Hop, rap, Reggaeton"
International Love (feat. Chris Brown),Pitbull,,,502991,3632690,"Hip-Hop, rap, Reggaeton"
Give Me Everything,Pitbull,,,488660,2901955,"Hip-Hop, rap, Reggaeton"
I Write Sins Not Tragedies,Panic! at the Disco,,,1843712,16833115,"rock, alternative, emo"
Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! at the Disco,,,1058270,10920319,"rock, alternative, emo"
High Hopes,Panic! at the Disco,,,782558,7707821,"rock, alternative, emo"
But It's Better If You Do,Panic! at the Disco,,,780673,6847718,"rock, alternative, emo"
The Only Difference Between Martyrdom and Suicide Is Press Coverage,Panic! at the Disco,,,774065,6741455,"rock, alternative, emo"
"Build God, Then We'll Talk",Panic! at the Disco,,,725299,7037055,"rock, alternative, emo"
The Ballad of Mona Lisa,Panic! at the Disco,,,663485,6587383,"rock, alternative, emo"
House of Memories,Panic! at the Disco,,,658087,6375926,"rock, alternative, emo"
Camisado,Panic! at the Disco,,,620227,5433651,"rock, alternative, emo"
Time to Dance,Panic! at the Disco,,,604802,5262104,"rock, alternative, emo"
Headlock,Imogen Heap,,,1017344,13736112,"female vocalists, indie, electronic"
Hide And Seek,Imogen Heap,,,989953,8075380,"female vocalists, indie, electronic"
Goodnight and Go,Imogen Heap,,,607062,4208830,"female vocalists, indie, electronic"
Just For Now,Imogen Heap,,,585190,4229185,"female vocalists, indie, electronic"
Loose Ends,Imogen Heap,,,343050,1802972,"female vocalists, indie, electronic"
Have You Got It In You?,Imogen Heap,,,341335,1772916,"female vocalists, indie, electronic"
The Walk,Imogen Heap,,,315729,1796323,"female vocalists, indie, electronic"
Clear The Area,Imogen Heap,,,304041,1570910,"female vocalists, indie, electronic"
Daylight Robbery,Imogen Heap,,,280212,1367923,"female vocalists, indie, electronic"
I Am In Love With You,Imogen Heap,,,269364,1234385,"female vocalists, indie, electronic"
Fade Into You,Mazzy Star,,,1656526,23330228,"dream pop, female vocalists, indie"
Halah,Mazzy Star,,,617469,5303684,"dream pop, female vocalists, indie"
Blue Light,Mazzy Star,,,562669,4377872,"dream pop, female vocalists, indie"
Into Dust,Mazzy Star,,,507186,3153141,"dream pop, female vocalists, indie"
Look On Down From The Bridge,Mazzy Star,,,433334,3133559,"dream pop, female vocalists, indie"
Be My Angel,Mazzy Star,,,432255,3618389,"dream pop, female vocalists, indie"
Five String Serenade,Mazzy Star,,,370448,2010128,"dream pop, female vocalists, indie"
Bells Ring,Mazzy Star,,,344555,1711062,"dream pop, female vocalists, indie"
"Cry, Cry",Mazzy Star,,,321736,2052461,"dream pop, female vocalists, indie"
Flowers In December,Mazzy Star,,,318669,1961888,"dream pop, female vocalists, indie"
Without Me,Halsey,,,909755,11049028,"pop, indie pop, indie"
Colors,Halsey,,,589250,6075721,"pop, indie pop, indie"
Bad At Love,Halsey,,,531888,5022603,"pop, indie pop, indie"
Gasoline,Halsey,,,499085,4374406,"pop, indie pop, indie"
Walls Could Talk,Halsey,,,442761,3509822,"pop, indie pop, indie"
New Americana,Halsey,,,414797,3392184,"pop, indie pop, indie"
Control,Halsey,,,397042,3182322,"pop, indie pop, indie"
You should be sad,Halsey,,,370092,4433290,"pop, indie pop, indie"
Graveyard,Halsey,,,362475,4049172,"pop, indie pop, indie"
Sorry,Halsey,,,347909,3081652,"pop, indie pop, indie"
Sweetest Pie,Megan Thee Stallion,,,556920,5474685,"rap, Hip-Hop, trap"
Thot Shit,Megan Thee Stallion,,,515578,5209838,"rap, Hip-Hop, trap"
Mamushi (feat. Yuki Chiba),Megan Thee Stallion,,,497897,4532706,"rap, Hip-Hop, trap"
Body,Megan Thee Stallion,,,456673,4099610,"rap, Hip-Hop, trap"
Hiss,Megan Thee Stallion,,,422296,5428199,"rap, Hip-Hop, trap"
Savage,Megan Thee Stallion,,,417765,2745232,"rap, Hip-Hop, trap"
Savage Remix (feat. Beyoncé),Megan Thee Stallion,,,397681,3985412,"rap, Hip-Hop, trap"
Girls In The Hood,Megan Thee Stallion,,,363823,3317444,"rap, Hip-Hop, trap"
Neva Play (feat. RM of BTS),Megan Thee Stallion,,,335115,27539029,"rap, Hip-Hop, trap"
Megan's Piano,Megan Thee Stallion,,,306670,3106806,"rap, Hip-Hop, trap"
Yeah! (feat. Lil Jon & Ludacris),Usher,,,1001198,5930654,"rnb, Hip-Hop, pop"
DJ Got Us Fallin' in Love (feat. Pitbull),Usher,,,901429,5862923,"rnb, Hip-Hop, pop"
My Boo,Usher,,,706317,4447673,"rnb, Hip-Hop, pop"
OMG (feat. will.i.am),Usher,,,631384,2866956,"rnb, Hip-Hop, pop"
Burn,Usher,,,547047,2249355,"rnb, Hip-Hop, pop"
U Got It Bad,Usher,,,520391,1940969,"rnb, Hip-Hop, pop"
U Remind Me,Usher,,,487508,1928721,"rnb, Hip-Hop, pop"
Hey Daddy (Daddy's Home),Usher,,,445635,3489962,"rnb, Hip-Hop, pop"
Yeah!,Usher,,,401204,1411874,"rnb, Hip-Hop, pop"
Scream,Usher,,,382799,2290078,"rnb, Hip-Hop, pop"
fukumean,Gunna,,,804177,11373164,"rap, trap, Hip-Hop"
pushin P (feat. Young Thug),Gunna,,,456572,5098359,"rap, trap, Hip-Hop"
One Of Wun,Gunna,,,456345,5022125,"rap, trap, Hip-Hop"
P power (feat. Drake),Gunna,,,454314,6560036,"rap, trap, Hip-Hop"
on one tonight,Gunna,,,391197,3916758,"rap, trap, Hip-Hop"
Who You Foolin,Gunna,,,368611,4014567,"rap, trap, Hip-Hop"
Dollaz On My Head (feat. Young Thug),Gunna,,,354519,4375336,"rap, trap, Hip-Hop"
Drip or Drown,Gunna,,,342256,3208452,"rap, trap, Hip-Hop"
hakuna matata,Gunna,,,306180,2351421,"rap, trap, Hip-Hop"
Banking On Me,Gunna,,,242984,2867943,"rap, trap, Hip-Hop"
Babydoll,Dominic Fike,,,1051042,14488865,"indie, indie pop, seen live"
3 Nights,Dominic Fike,,,807611,9769378,"indie, indie pop, seen live"
misses,Dominic Fike,,,549047,5053303,"indie, indie pop, seen live"
Phone Numbers,Dominic Fike,,,456962,4588620,"indie, indie pop, seen live"
Mama's Boy,Dominic Fike,,,427211,4801990,"indie, indie pop, seen live"
Why,Dominic Fike,,,414219,4996974,"indie, indie pop, seen live"
Superstar Sh*t,Dominic Fike,,,361631,3650705,"indie, indie pop, seen live"
She Wants My Money,Dominic Fike,,,329423,3102123,"indie, indie pop, seen live"
How Much Is Weed?,Dominic Fike,,,253332,3264411,"indie, indie pop, seen live"
10x Stronger,Dominic Fike,,,247475,1531014,"indie, indie pop, seen live"
Wonderwall,Oasis,,,2366355,19664162,"britpop, rock, british"
Don't Look Back in Anger,Oasis,,,1384502,11015158,"britpop, rock, british"
Wonderwall - Remastered,Oasis,,,1107829,8571751,"britpop, rock, british"
Champagne Supernova,Oasis,,,1066827,6792616,"britpop, rock, british"
Stop Crying Your Heart Out,Oasis,,,977783,7897881,"britpop, rock, british"
Live Forever,Oasis,,,881148,6384358,"britpop, rock, british"
Don't Look Back In Anger - Remastered,Oasis,,,760558,6946975,"britpop, rock, british"
Supersonic,Oasis,,,651788,4493729,"britpop, rock, british"
Stand By Me,Oasis,,,635289,4256579,"britpop, rock, british"
Some Might Say,Oasis,,,634583,3506187,"britpop, rock, british"
Star Shopping,LIL PEEP,,,833555,18740497,"cloud rap, emo rap, Hip-Hop"
Falling Down - Bonus Track,LIL PEEP,,,818505,11275892,"cloud rap, emo rap, Hip-Hop"
Save That Shit,LIL PEEP,,,576829,8952038,"cloud rap, emo rap, Hip-Hop"
nuts,LIL PEEP,,,517789,10431140,"cloud rap, emo rap, Hip-Hop"
white tee,LIL PEEP,,,485362,8020864,"cloud rap, emo rap, Hip-Hop"
Beamer Boy,LIL PEEP,,,455348,7018384,"cloud rap, emo rap, Hip-Hop"
WitchBlades,LIL PEEP,,,393073,6099057,"cloud rap, emo rap, Hip-Hop"
Benz Truck (гелик),LIL PEEP,,,378795,5488631,"cloud rap, emo rap, Hip-Hop"
Awful Things,LIL PEEP,,,319616,4108339,"cloud rap, emo rap, Hip-Hop"
Life is Beautiful,LIL PEEP,,,313731,4443399,"cloud rap, emo rap, Hip-Hop"
Where Is My Mind?,Pixies,,,1801495,17640279,"alternative, indie, rock"
Here Comes Your Man,Pixies,,,1320885,11639983,"alternative, indie, rock"
Monkey Gone to Heaven,Pixies,,,1206600,8392481,"alternative, indie, rock"
Hey,Pixies,,,1110970,9850080,"alternative, indie, rock"
Debaser,Pixies,,,1004494,8042942,"alternative, indie, rock"
Wave of Mutilation,Pixies,,,829755,5723248,"alternative, indie, rock"
Where Is My Mind? - Remastered,Pixies,,,802419,8231314,"alternative, indie, rock"
Gouge Away,Pixies,,,760995,5433705,"alternative, indie, rock"
Tame,Pixies,,,619735,3734010,"alternative, indie, rock"
All I Think About Now,Pixies,,,564678,5290474,"alternative, indie, rock"
Sailor Song,Gigi Perez,,,798417,15264225,"indie, folk, singer-songwriter"
Fable,Gigi Perez,,,235412,2708493,"indie, folk, singer-songwriter"
Sometimes (Backwood),Gigi Perez,,,185046,1296379,"indie, folk, singer-songwriter"
Please Be Rude,Gigi Perez,,,148500,1498045,"indie, folk, singer-songwriter"
Chemistry,Gigi Perez,,,58875,340211,"indie, folk, singer-songwriter"
Normalcy,Gigi Perez,,,55455,359601,"indie, folk, singer-songwriter"
When She Smiles,Gigi Perez,,,52788,252980,"indie, folk, singer-songwriter"
Kill For You,Gigi Perez,,,46288,245486,"indie, folk, singer-songwriter"
Glue,Gigi Perez,,,27824,165347,"indie, folk, singer-songwriter"
The Man,Gigi Perez,,,23813,108335,"indie, folk, singer-songwriter"
Are You Bored Yet? (feat. Clairo),Wallows,,,1289048,18425300,"indie, indie rock, seen live"
Remember When,Wallows,,,686900,8139611,"indie, indie rock, seen live"
Scrawny,Wallows,,,542991,6034529,"indie, indie rock, seen live"
Pleaser,Wallows,,,520815,5295044,"indie, indie rock, seen live"
These Days,Wallows,,,419831,3722872,"indie, indie rock, seen live"
Calling After Me,Wallows,,,402620,3808114,"indie, indie rock, seen live"
OK,Wallows,,,381737,3492190,"indie, indie rock, seen live"
Pictures of Girls,Wallows,,,255881,2167435,"indie, indie rock, seen live"
Quarterback,Wallows,,,234579,2085596,"indie, indie rock, seen live"
Uncomfortable,Wallows,,,221808,2062824,"indie, indie rock, seen live"
Gimme Shelter,The Rolling Stones,,,1442134,10572892,"classic rock, rock, british"
Paint It Black,The Rolling Stones,,,1344992,8626050,"classic rock, rock, british"
Sympathy for the Devil,The Rolling Stones,,,1147300,6322125,"classic rock, rock, british"
"Paint It, Black",The Rolling Stones,,,1032497,8877617,"classic rock, rock, british"
(I Can't Get No) Satisfaction,The Rolling Stones,,,1006108,5218600,"classic rock, rock, british"
You Can't Always Get What You Want,The Rolling Stones,,,899568,4700481,"classic rock, rock, british"
Under My Thumb,The Rolling Stones,,,887732,4729900,"classic rock, rock, british"
Angie,The Rolling Stones,,,784197,4216033,"classic rock, rock, british"
Wild Horses,The Rolling Stones,,,758348,3766909,"classic rock, rock, british"
Brown Sugar,The Rolling Stones,,,739996,3387169,"classic rock, rock, british"
The Color Violet,Tory Lanez,,,817251,19701304,"rnb, Hip-Hop, rap"
Hurts Me,Tory Lanez,,,438484,5382407,"rnb, Hip-Hop, rap"
Say It,Tory Lanez,,,437459,4447888,"rnb, Hip-Hop, rap"
Broke In A Minute,Tory Lanez,,,409023,4220861,"rnb, Hip-Hop, rap"
Lavender Sunflower,Tory Lanez,,,341168,4836705,"rnb, Hip-Hop, rap"
Lady Of Namek,Tory Lanez,,,267457,4058033,"rnb, Hip-Hop, rap"
In For It,Tory Lanez,,,250345,2399603,"rnb, Hip-Hop, rap"
I LIKE,Tory Lanez,,,206909,1886267,"rnb, Hip-Hop, rap"
‘87 Stingray,Tory Lanez,,,200493,2272769,"rnb, Hip-Hop, rap"
Luv,Tory Lanez,,,190315,1277134,"rnb, Hip-Hop, rap"
Dog Days Are Over,Florence + the Machine,,,2015750,22390624,"indie, female vocalists, british"
You've Got the Love,Florence + the Machine,,,1353653,11871886,"indie, female vocalists, british"
Shake It Out,Florence + the Machine,,,1065768,10889951,"indie, female vocalists, british"
Cosmic Love,Florence + the Machine,,,1034502,10332358,"indie, female vocalists, british"
Kiss with a Fist,Florence + the Machine,,,967608,7828310,"indie, female vocalists, british"
Rabbit Heart (Raise It Up),Florence + the Machine,,,814694,7526434,"indie, female vocalists, british"
Never Let Me Go,Florence + the Machine,,,732064,6704489,"indie, female vocalists, british"
Girl with One Eye,Florence + the Machine,,,716563,5684369,"indie, female vocalists, british"
Howl,Florence + the Machine,,,716415,6426274,"indie, female vocalists, british"
Drumming Song,Florence + the Machine,,,661672,6045521,"indie, female vocalists, british"
Stairway to Heaven,Led Zeppelin,,,1344636,11580810,"classic rock, rock, hard rock"
Immigrant Song,Led Zeppelin,,,1024966,7592817,"classic rock, rock, hard rock"
Whole Lotta Love,Led Zeppelin,,,962268,6602663,"classic rock, rock, hard rock"
Black Dog,Led Zeppelin,,,917933,6069636,"classic rock, rock, hard rock"
Immigrant Song - Remaster,Led Zeppelin,,,777894,5653137,"classic rock, rock, hard rock"
Kashmir,Led Zeppelin,,,768428,4985946,"classic rock, rock, hard rock"
Rock and Roll,Led Zeppelin,,,762032,5032121,"classic rock, rock, hard rock"
Stairway to Heaven - Remaster,Led Zeppelin,,,753740,6087701,"classic rock, rock, hard rock"
Good Times Bad Times,Led Zeppelin,,,743364,4558276,"classic rock, rock, hard rock"
Dazed and Confused,Led Zeppelin,,,743071,5066136,"classic rock, rock, hard rock"
Swim,Chase Atlantic,,,849927,12084516,"rnb, indie, rock"
Friends,Chase Atlantic,,,767258,11059003,"rnb, indie, rock"
Into It,Chase Atlantic,,,637501,8489032,"rnb, indie, rock"
Slow Down,Chase Atlantic,,,491271,6967693,"rnb, indie, rock"
Consume (feat. Goon Des Garcons),Chase Atlantic,,,410235,6422239,"rnb, indie, rock"
Meddle About,Chase Atlantic,,,346472,5285662,"rnb, indie, rock"
Heaven and Back,Chase Atlantic,,,320238,5361149,"rnb, indie, rock"
OHMAMI,Chase Atlantic,,,280069,4007310,"rnb, indie, rock"
Right Here,Chase Atlantic,,,273939,3440832,"rnb, indie, rock"
Okay,Chase Atlantic,,,268022,2948828,"rnb, indie, rock"
Walking on a Dream,Empire of the Sun,,,1703676,16430036,"electronic, synthpop, australian"
We Are the People,Empire of the Sun,,,1150979,12381470,"electronic, synthpop, australian"
Alive,Empire of the Sun,,,497274,3676046,"electronic, synthpop, australian"
Half Mast,Empire of the Sun,,,460956,2972001,"electronic, synthpop, australian"
Standing on the Shore,Empire of the Sun,,,412682,2631576,"electronic, synthpop, australian"
Country,Empire of the Sun,,,243125,1162354,"electronic, synthpop, australian"
Delta Bay,Empire of the Sun,,,214986,1027194,"electronic, synthpop, australian"
High And Low,Empire of the Sun,,,193422,1172432,"electronic, synthpop, australian"
Swordfish Hotkiss Night,Empire of the Sun,,,187785,870089,"electronic, synthpop, australian"
The World,Empire of the Sun,,,186206,803598,"electronic, synthpop, australian"
We Fell In Love In October,Girl In Red,,,1413997,18093415,"dream pop, seen live, indie pop"
bad idea!,Girl In Red,,,750646,7645701,"dream pop, seen live, indie pop"
i wanna be your girlfriend,Girl In Red,,,743057,6954853,"dream pop, seen live, indie pop"
Girls,Girl In Red,,,645124,5823035,"dream pop, seen live, indie pop"
midnight love,Girl In Red,,,562631,5280779,"dream pop, seen live, indie pop"
summer depression,Girl In Red,,,443851,3442268,"dream pop, seen live, indie pop"
i'll die anyway.,Girl In Red,,,402501,3090886,"dream pop, seen live, indie pop"
4am,Girl In Red,,,385739,2631063,"dream pop, seen live, indie pop"
.,Girl In Red,,,371302,2894153,"dream pop, seen live, indie pop"
Serotonin,Girl In Red,,,361885,3566179,"dream pop, seen live, indie pop"
Doomsday,MF DOOM,,,874760,10544300,"Hip-Hop, underground hip-hop, rap"
Rapp Snitch Knishes feat. Mr. Fantastik,MF DOOM,,,874015,12722916,"Hip-Hop, underground hip-hop, rap"
One Beer,MF DOOM,,,833054,9120018,"Hip-Hop, underground hip-hop, rap"
Hoe Cakes,MF DOOM,,,787597,8053267,"Hip-Hop, underground hip-hop, rap"
That's That,MF DOOM,,,570624,5252129,"Hip-Hop, underground hip-hop, rap"
Rhymes Like Dimes,MF DOOM,,,556574,5373740,"Hip-Hop, underground hip-hop, rap"
Vomitspit,MF DOOM,,,481210,3371975,"Hip-Hop, underground hip-hop, rap"
Deep Fried Frenz,MF DOOM,,,441293,3099125,"Hip-Hop, underground hip-hop, rap"
Rapp Snitch Knishes,MF DOOM,,,441780,2168267,"Hip-Hop, underground hip-hop, rap"
Potholderz feat. Count Bass D,MF DOOM,,,376158,2693733,"Hip-Hop, underground hip-hop, rap"
Oblivion,Grimes,,,1378108,18246604,"electronic, dream pop, experimental"
Genesis,Grimes,,,1311774,17657630,"electronic, dream pop, experimental"
Kill V. Maim,Grimes,,,637835,9376242,"electronic, dream pop, experimental"
Flesh Without Blood,Grimes,,,446721,5540976,"electronic, dream pop, experimental"
